method,n,imp_V0,tr_V0,pval0,imp_V1,tr_V1,pval1,imp_V2,tr_V2,pval2,imp_V3,tr_V3,pval3,imp_V4,tr_V4,pval4,imp_V5,tr_V5,pval5,imp_V6,tr_V6,pval6,imp_V7,tr_V7,pval7,imp_V8,tr_V8,pval8,imp_V9,tr_V9,pval9,imp_V10,tr_V10,pval10,imp_V11,tr_V11,pval11,imp_V12,tr_V12,pval12,imp_V13,tr_V13,pval13,imp_V14,tr_V14,pval14,imp_V15,tr_V15,pval15,imp_V16,tr_V16,pval16,imp_V17,tr_V17,pval17,imp_V18,tr_V18,pval18,imp_V19,tr_V19,pval19,tr_time
R-CPI_bt,1000,-0.006411385535196601,0.0,0.6016744220867032,0.39472815347270057,1.0,1.6435845455960818e-31,0.16614730529327099,1.0,9.115683802813817e-10,-0.005168213097258062,0.0,0.5898626290406164,-0.0002643337646199032,0.0,0.5038181670072059,0.00023067804895864958,0.0,0.4964991243919907,4.037174635000569e-16,0.0,0.4999999999999939,4.037174635000569e-16,0.0,0.49999999999999356,0.0020009391576132755,0.0,0.46900824075635117,-6.591868371354857e-06,0.0,0.5000962095859166,0.00014585416201473578,0.0,0.4976732946585518,4.037174635000569e-16,0.0,0.49999999999999395,0.23664249954658112,1.0,1.4743590734830303e-14,4.037174635000569e-16,0.0,0.49999999999999395,4.037174635000569e-16,0.0,0.4999999999999938,4.037174635000569e-16,0.0,0.4999999999999937,0.004710411057110463,0.0,0.43214402643539185,4.037174635000569e-16,0.0,0.4999999999999942,0.0008654690682854203,0.0,0.48686439675873266,0.32122456098235747,1.0,1.4626336875226577e-27,2.3498265743255615
R-CPI2,200,8.7938457396052e-16,0.0,0.49999999999999895,8.7938457396052e-16,0.0,0.49999999999999895,8.7938457396052e-16,0.0,0.49999999999999895,0.13309708935974815,1.0,0.34337097584480825,-0.10714243888475186,1.0,0.630685081874017,8.7938457396052e-16,0.0,0.49999999999999895,0.03230630279159124,0.0,0.46110276275225787,-0.09130818171952816,1.0,0.587604925330526,8.7938457396052e-16,0.0,0.49999999999999895,8.7938457396052e-16,0.0,0.49999999999999895,0.0026605425043354975,0.0,0.4967936741717534,8.7938457396052e-16,0.0,0.49999999999999895,8.7938457396052e-16,0.0,0.49999999999999895,8.7938457396052e-16,0.0,0.49999999999999895,8.7938457396052e-16,0.0,0.49999999999999895,8.7938457396052e-16,0.0,0.49999999999999895,8.7938457396052e-16,0.0,0.49999999999999895,8.7938457396052e-16,0.0,0.49999999999999895,8.7938457396052e-16,0.0,0.49999999999999895,0.2682769360497742,1.0,0.19983466519725313,7.019462585449219
R-CPI2,500,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.2729864096600421,1.0,0.1254497978621983,0.24943732619893969,1.0,0.13493594583845497,0.0,0.0,0.5,0.0,0.0,0.5,-0.0035267670856072558,0.0,0.5065671146122736,0.2875692882746912,1.0,0.10941838979049567,0.0,0.0,0.5,-0.0006576177377418745,0.0,0.5012308302031376,0.3019150121776591,1.0,0.1157906914863539,-0.007049255516807938,0.0,0.5132570226295535,0.0,0.0,0.5,-0.0016371513162252139,0.0,0.5030665682508904,0.0,0.0,0.5,0.0,0.0,0.5,1.458749771118164
R-CPI2,1000,-0.005725644746842263,0.0,0.5160488779286722,0.35782859536072636,1.0,0.01896599658821763,0.17988229562257038,1.0,0.12167353870139752,-0.004932824865774321,0.0,0.5138107836687572,-0.0008316250250562807,0.0,0.5023308510034368,0.0002312544947531458,0.0,0.49935360966363374,4.3969228698026e-16,0.0,0.4999999999999988,4.3969228698026e-16,0.0,0.4999999999999988,0.0008490157402904953,0.0,0.49763315887894166,0.00012360365846749523,0.0,0.4996541327600365,0.00020693517403310636,0.0,0.4994214473947601,4.3969228698026e-16,0.0,0.4999999999999988,0.2536779824431605,1.0,0.06377261720882954,4.3969228698026e-16,0.0,0.4999999999999988,4.3969228698026e-16,0.0,0.4999999999999988,4.3969228698026e-16,0.0,0.4999999999999988,0.004031851830271496,0.0,0.4887323510259186,4.3969228698026e-16,0.0,0.4999999999999988,0.0005563913667913013,0.0,0.49844658545559284,0.3500688657854627,1.0,0.016846478200658183,2.469034194946289
R-CPI2_sqrt,200,8.7938457396052e-16,0.0,0.4999999999999995,8.7938457396052e-16,0.0,0.4999999999999995,8.7938457396052e-16,0.0,0.4999999999999995,0.13309708935974815,1.0,0.4266515480905492,-0.10714243888475186,1.0,0.5599009605096802,8.7938457396052e-16,0.0,0.4999999999999995,0.03230630279159124,0.0,0.4821202273312676,-0.09130818171952816,1.0,0.5453100922039794,8.7938457396052e-16,0.0,0.4999999999999995,8.7938457396052e-16,0.0,0.4999999999999995,0.0026605425043354975,0.0,0.49852747997747326,8.7938457396052e-16,0.0,0.4999999999999995,8.7938457396052e-16,0.0,0.4999999999999995,8.7938457396052e-16,0.0,0.4999999999999995,8.7938457396052e-16,0.0,0.4999999999999995,8.7938457396052e-16,0.0,0.4999999999999995,8.7938457396052e-16,0.0,0.4999999999999995,8.7938457396052e-16,0.0,0.4999999999999995,8.7938457396052e-16,0.0,0.4999999999999995,0.2682769360497742,1.0,0.3524350896957045,7.004313707351685
R-CPI2_sqrt,500,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.2729864096600421,1.0,0.2883052410028719,0.24943732619893969,1.0,0.3006014906944766,0.0,0.0,0.5,0.0,0.0,0.5,-0.0035267670856072558,0.0,0.5030231235015655,0.2875692882746912,1.0,0.27662807360678093,0.0,0.0,0.5,-0.0006576177377418745,0.0,0.5005650301120806,0.3019150121776591,1.0,0.2743911855294983,-0.007049255516807938,0.0,0.5060703503651003,0.0,0.0,0.5,-0.0016371513162252139,0.0,0.5014071599398282,0.0,0.0,0.5,0.0,0.0,0.5,1.2549936771392822
R-CPI2_sqrt,1000,-0.005725644746842263,0.0,0.5076097775904036,0.35782859536072636,1.0,0.13929702512060926,0.17988229562257038,1.0,0.28215097911444986,-0.004932824865774321,0.0,0.5065523887691402,-0.0008316250250562807,0.0,0.5011051741447906,0.0002312544947531458,0.0,0.499693075330846,4.3969228698026e-16,0.0,0.4999999999999994,4.3969228698026e-16,0.0,0.4999999999999994,0.0008490157402904953,0.0,0.4988745896912389,0.00012360365846749523,0.0,0.4998358663455255,0.00020693517403310636,0.0,0.4997253211403602,4.3969228698026e-16,0.0,0.4999999999999994,0.2536779824431605,1.0,0.21706053785229096,4.3969228698026e-16,0.0,0.4999999999999994,4.3969228698026e-16,0.0,0.4999999999999994,4.3969228698026e-16,0.0,0.4999999999999994,0.004031851830271496,0.0,0.4946491290392372,4.3969228698026e-16,0.0,0.4999999999999994,0.0005563913667913013,0.0,0.4992619499141358,0.3500688657854627,1.0,0.138999529153494,2.1069796085357666
R-CPI2_n,200,8.7938457396052e-16,0.0,0.49999999999999906,8.7938457396052e-16,0.0,0.49999999999999906,8.7938457396052e-16,0.0,0.49999999999999906,0.13309708935974815,1.0,0.36319643056101264,-0.10714243888475186,1.0,0.6135040955479607,8.7938457396052e-16,0.0,0.49999999999999906,0.03230630279159124,0.0,0.4662249555895492,-0.09130818171952816,1.0,0.5782093088311187,8.7938457396052e-16,0.0,0.49999999999999906,8.7938457396052e-16,0.0,0.49999999999999906,0.0026605425043354975,0.0,0.49721674637387964,8.7938457396052e-16,0.0,0.49999999999999906,8.7938457396052e-16,0.0,0.49999999999999906,8.7938457396052e-16,0.0,0.49999999999999906,8.7938457396052e-16,0.0,0.49999999999999906,8.7938457396052e-16,0.0,0.49999999999999906,8.7938457396052e-16,0.0,0.49999999999999906,8.7938457396052e-16,0.0,0.49999999999999906,8.7938457396052e-16,0.0,0.49999999999999906,0.2682769360497742,1.0,0.23351584180765328,7.289011240005493
R-CPI2_n,500,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.2729864096600421,1.0,0.1452563838580701,0.24943732619893969,1.0,0.15586624374422153,0.0,0.0,0.5,0.0,0.0,0.5,-0.0035267670856072558,0.0,0.5059934487241169,0.2875692882746912,1.0,0.1291337492678632,0.0,0.0,0.5,-0.0006576177377418745,0.0,0.5011228037380528,0.3019150121776591,1.0,0.1342784405076889,-0.007049255516807938,0.0,0.512088579903673,0.0,0.0,0.5,-0.0016371513162252139,0.0,0.5027972343152864,0.0,0.0,0.5,0.0,0.0,0.5,1.4483718872070312
R-CPI2_n,1000,-0.005725644746842263,0.0,0.515083262395202,0.35782859536072636,1.0,0.02434074657224828,0.17988229562257038,1.0,0.13532903439028082,-0.004932824865774321,0.0,0.512980670994451,-0.0008316250250562807,0.0,0.5021905876775105,0.0002312544947531458,0.0,0.49939240819215586,4.3969228698026e-16,0.0,0.49999999999999883,4.3969228698026e-16,0.0,0.49999999999999883,0.0008490157402904953,0.0,0.49777487039132057,0.00012360365846749523,0.0,0.49967491416697746,0.00020693517403310636,0.0,0.49945618188393087,4.3969228698026e-16,0.0,0.49999999999999883,0.2536779824431605,1.0,0.07426320495483962,4.3969228698026e-16,0.0,0.49999999999999883,4.3969228698026e-16,0.0,0.49999999999999883,4.3969228698026e-16,0.0,0.49999999999999883,0.004031851830271496,0.0,0.4894084829934768,4.3969228698026e-16,0.0,0.49999999999999883,0.0005563913667913013,0.0,0.49853972607756597,0.3500688657854627,1.0,0.02208591392567691,2.1243505477905273
R-CPI2_bt,200,8.7938457396052e-16,0.0,0.4999999999999972,8.7938457396052e-16,0.0,0.49999999999999795,8.7938457396052e-16,0.0,0.49999999999999756,0.13309708935974815,1.0,0.15102051085842627,-0.10714243888475186,1.0,0.751862646793006,8.7938457396052e-16,0.0,0.499999999999998,0.03230630279159124,0.0,0.4249202879581414,-0.09130818171952816,1.0,0.6811599134757316,8.7938457396052e-16,0.0,0.49999999999999767,8.7938457396052e-16,0.0,0.4999999999999978,0.0026605425043354975,0.0,0.49158691362393164,8.7938457396052e-16,0.0,0.4999999999999978,8.7938457396052e-16,0.0,0.4999999999999975,8.7938457396052e-16,0.0,0.4999999999999976,8.7938457396052e-16,0.0,0.4999999999999976,8.7938457396052e-16,0.0,0.499999999999998,8.7938457396052e-16,0.0,0.4999999999999977,8.7938457396052e-16,0.0,0.49999999999999756,8.7938457396052e-16,0.0,0.49999999999999784,0.2682769360497742,1.0,0.032857379815909964,7.0821213722229
R-CPI2_bt,500,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.2729864096600421,1.0,7.55983037812718e-05,0.24943732619893969,1.0,0.0001519666417559164,0.0,0.0,0.5,0.0,0.0,0.5,-0.0035267670856072558,0.0,0.519302124903337,0.2875692882746912,1.0,9.392493119607394e-06,0.0,0.0,0.5,-0.0006576177377418745,0.0,0.5039788311629113,0.3019150121776591,1.0,8.561366024148893e-05,-0.007049255516807938,0.0,0.5377439268058366,0.0,0.0,0.5,-0.0016371513162252139,0.0,0.5089244623074001,0.0,0.0,0.5,0.0,0.0,0.5,1.7905237674713135
R-CPI2_bt,1000,-0.005725644746842263,0.0,0.5795625968812256,0.35782859536072636,1.0,3.8137050401873085e-22,0.17988229562257038,1.0,2.7596116048999188e-09,-0.004932824865774321,0.0,0.5632517237618335,-0.0008316250250562807,0.0,0.5113382019307756,0.0002312544947531458,0.0,0.49681582037965916,4.3969228698026e-16,0.0,0.4999999999999936,4.3969228698026e-16,0.0,0.4999999999999945,0.0008490157402904953,0.0,0.4882223058131173,0.00012360365846749523,0.0,0.49817356564246124,0.00020693517403310636,0.0,0.4971537053182608,4.3969228698026e-16,0.0,0.49999999999999417,0.2536779824431605,1.0,7.109420938477903e-10,4.3969228698026e-16,0.0,0.49999999999999384,4.3969228698026e-16,0.0,0.4999999999999945,4.3969228698026e-16,0.0,0.49999999999999317,0.004031851830271496,0.0,0.4403651336436548,4.3969228698026e-16,0.0,0.4999999999999945,0.0005563913667913013,0.0,0.49226582962887194,0.3500688657854627,1.0,1.1387532730516297e-26,2.4046339988708496
LOCO-W,200,-0.4567281175709301,0.0,0.8475065326627897,-0.08812344604159597,0.0,0.5962914632534151,0.5635293995484356,0.0,0.0671687907338624,0.16986139878378456,0.0,0.33503787136520136,-0.11440047814278988,0.0,0.6027011241018394,-0.5845776580644055,0.0,0.9246396093509671,-0.4539122745069415,0.0,0.8431284443897342,-0.15557973244316112,0.0,0.6476110858813386,0.19144778847806346,1.0,0.3321094162203171,0.6582498136221053,0.0,0.05807378347365655,0.3731703174239025,0.0,0.19526492354665748,-0.1977697306223454,0.0,0.6946186392316684,-0.026406909675344894,0.0,0.5256989511204166,0.7506469383224887,0.0,0.031524061234969425,-0.05916755711418412,0.0,0.5545642081621673,-0.0042753544700102585,0.0,0.5042157261073517,-0.05060369845712301,1.0,0.5458739127046782,0.4815560645607111,0.0,0.13117276066893868,0.30051819122365553,1.0,0.23432508853085587,0.3205999372951909,1.0,0.2484715999097845,0.7486233711242676
LOCO-W,500,-0.17376145993465758,0.0,0.6666375275495613,0.9479866820756911,1.0,0.016568520135577636,0.32678002055968114,0.0,0.20224730762193288,-0.0016188543891111358,1.0,0.5016286363666987,0.4124576572833816,1.0,0.16519793734455002,-0.9813100319415039,0.0,0.9920458450341286,-0.33531078641614526,0.0,0.7945007558077035,-0.532840447932391,1.0,0.8964630212038582,-0.34992309318231296,0.0,0.8049163604744862,-0.6128388429671231,0.0,0.9383977971625421,0.33059638566453137,0.0,0.18849369872565558,-0.5939808102809002,0.0,0.935300794986169,1.0247052556411578,0.0,0.005673052114163912,0.77918609865076,0.0,0.02412220404546106,0.3269501218530365,0.0,0.19064462612075106,0.19014983262635446,0.0,0.3224357372759594,0.2447247351722218,0.0,0.26574735568416286,0.21556315000895904,0.0,0.30052798295982286,-0.23843020885781657,0.0,0.7266646146665733,0.1810128229231167,0.0,0.32449283204628565,0.6364669799804688
LOCO-W,1000,0.11615662202807564,0.0,0.26755064323160593,0.43493136178371283,0.0,0.009897082608843921,0.00866013166005559,0.0,0.4815115000103898,0.41612433881523175,1.0,0.015732924658454883,-0.3216922277561919,0.0,0.9629439254277716,0.18131313062515994,1.0,0.16979487946355187,-0.10702965181335121,0.0,0.7169789144859289,-0.16779460509535504,0.0,0.8155685829402757,-0.08839481478246537,0.0,0.6861980948985236,0.11148120731433672,0.0,0.27574668141614256,-0.1668297300098843,0.0,0.8380722820988156,0.2695437327681925,1.0,0.08884129110014094,-0.29121532053283095,0.0,0.9489128204735959,0.08438142105276054,0.0,0.3241974256451272,-0.14545213455876424,0.0,0.7896975672615457,0.08369830241785797,0.0,0.3281575185927448,-0.23491829729675695,0.0,0.9030127149616882,0.011192155326745118,0.0,0.4755165671631868,0.02509419942878444,0.0,0.4424875879575709,0.2587136947150829,1.0,0.10358434391825311,0.7067763805389404
CPI,200,0.0,0.0,0.5,0.0,0.0,0.5,0.0001842421127542515,0.0,0.499470294933378,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.2152786928328001,1.0,0.0867655509334272,0.0010645042926243908,0.0,0.49709876453525537,0.0,0.0,0.5,0.009771064643556704,0.0,0.47233431178082846,0.0,0.0,0.5,0.0,0.0,0.5,-0.002991467751702337,0.0,0.508493955888562,0.0,0.0,0.5,0.05166884406877137,1.0,0.3792141535086195,0.0564942067486891,0.0,0.32204651933221606,0.46614378424595393,1.0,0.0169050997372664,0.13056601620317476,1.0,0.25402117494504806,0.7810046672821045
CPI,500,0.0,0.0,0.5,0.205207308798808,1.0,0.08669308784789809,-0.00035916866039809037,0.0,0.5012258822404286,0.1031600945510236,1.0,0.19560893977297006,0.4116776362950383,1.0,0.010259041263867162,0.0,0.0,0.5,0.0022702483304946064,0.0,0.4923847828138972,0.19132714127981898,1.0,0.08829193642285543,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,1.2350869178771973
CPI,1000,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.21604152423766765,1.0,0.017198654024841255,-0.0017757751684500667,0.0,0.5095887130074227,0.2415481627236269,1.0,0.004071159620445413,-0.002256620759395367,0.0,0.5122113904384114,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.2065347248326328,1.0,0.020941677250914205,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.39319777999555927,1.0,8.391840789337669e-05,1.9486782550811768
CPI_sqrt,200,0.0,0.0,0.5,0.0,0.0,0.5,0.0001842421127542515,0.0,0.4998714909301577,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.2152786928328001,1.0,0.35791924074576015,0.0010645042926243908,0.0,0.4992672645343041,0.0,0.0,0.5,0.009771064643556704,0.0,0.4932090638287263,0.0,0.0,0.5,0.0,0.0,0.5,-0.002991467751702337,0.0,0.5020802436746318,0.0,0.0,0.5,0.05166884406877137,1.0,0.46575610535409406,0.0564942067486891,0.0,0.4594964423748367,0.46614378424595393,1.0,0.237605050861731,0.13056601620317476,1.0,0.4179675235046846,0.6969010829925537
CPI_sqrt,500,0.0,0.0,0.5,0.205207308798808,1.0,0.32399667790600506,-0.00035916866039809037,0.0,0.5003447518146698,0.1031600945510236,1.0,0.4027743147349949,0.4116776362950383,1.0,0.19377332530840408,0.0,0.0,0.5,0.0022702483304946064,0.0,0.4978315340333937,0.19132714127981898,1.0,0.331956927476316,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,1.2230277061462402
CPI_sqrt,1000,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.21604152423766765,1.0,0.21784001579618167,-0.0017757751684500667,0.0,0.5028462634890805,0.2415481627236269,1.0,0.18219508029621756,-0.002256620759395367,0.0,0.5036193301949456,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.2065347248326328,1.0,0.22756751353377352,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.39319777999555927,1.0,0.07975265813301807,1.9766106605529785
CPI_n,200,0.0,0.0,0.5,0.0,0.0,0.5,0.0001842421127542515,0.0,0.4996224587854863,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.2152786928328001,1.0,0.15733700092134106,0.0010645042926243908,0.0,0.4979007933597162,0.0,0.0,0.5,0.009771064643556704,0.0,0.4801919711750326,0.0,0.0,0.5,0.0,0.0,0.5,-0.002991467751702337,0.0,0.5060757069144809,0.0,0.0,0.5,0.05166884406877137,1.0,0.40875962897673984,0.0564942067486891,0.0,0.375619625446148,0.46614378424595393,1.0,0.04536107275213502,0.13056601620317476,1.0,0.3030365083947822,0.729079008102417
CPI_n,500,0.0,0.0,0.5,0.205207308798808,1.0,0.12064237192898136,-0.00035916866039809037,0.0,0.501014229509446,0.1031600945510236,1.0,0.23795839247532946,0.4116776362950383,1.0,0.02081960302081699,0.0,0.0,0.5,0.0022702483304946064,0.0,0.4936807412168504,0.19132714127981898,1.0,0.12450636103863982,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,1.4122045040130615
CPI_n,1000,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.21604152423766765,1.0,0.027119327262089193,-0.0017757751684500667,0.0,0.5084351287734757,0.2415481627236269,1.0,0.008600401202818622,-0.002256620759395367,0.0,0.5107395670742435,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.2065347248326328,1.0,0.032123191227211946,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.39319777999555927,1.0,0.0003004088265139158,2.073284149169922
CPI_bt,200,0.0,0.0,0.5,0.0,0.0,0.5,0.0001842421127542515,0.0,0.4989651925085413,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.2152786928328001,1.0,0.0032790719011719393,0.0010645042926243908,0.0,0.4940711357034863,0.0,0.0,0.5,0.009771064643556704,0.0,0.4484451115927801,0.0,0.0,0.5,0.0,0.0,0.5,-0.002991467751702337,0.0,0.515888279139286,0.0,0.0,0.5,0.05166884406877137,1.0,0.2805499331665582,0.0564942067486891,0.0,0.20006962101003056,0.46614378424595393,1.0,4.700359280775348e-06,0.13056601620317476,1.0,0.07273510312805019,0.6667377948760986
CPI_bt,500,0.0,0.0,0.5,0.205207308798808,1.0,9.478142926377086e-06,-0.00035916866039809037,0.0,0.5037607021246511,0.1031600945510236,1.0,0.005540902332118488,0.4116776362950383,1.0,1.7983404394159618e-12,0.0,0.0,0.5,0.0022702483304946064,0.0,0.4778570134649379,0.19132714127981898,1.0,6.6289854410325654e-06,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,1.5149857997894287
CPI_bt,1000,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.21604152423766765,1.0,2.758994166310474e-23,-0.0017757751684500667,0.0,0.5435177346144114,0.2415481627236269,1.0,2.213785518116194e-40,-0.002256620759395367,0.0,0.5565502461842138,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.2065347248326328,1.0,5.602360538198852e-25,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.39319777999555927,1.0,8.082759028926847e-88,2.5111300945281982
R-CPI,200,4.037174635000569e-16,0.0,0.49999999999999933,4.037174635000569e-16,0.0,0.49999999999999933,0.00047067239175812116,0.0,0.499255703601617,4.037174635000569e-16,0.0,0.49999999999999933,4.037174635000569e-16,0.0,0.49999999999999933,4.037174635000569e-16,0.0,0.49999999999999933,4.037174635000569e-16,0.0,0.49999999999999933,4.037174635000569e-16,0.0,0.49999999999999933,0.26871973781867536,1.0,0.1601179178678847,0.00234501309345194,0.0,0.4963999178692146,4.037174635000569e-16,0.0,0.49999999999999933,-0.0003406194937067236,0.0,0.5005367980147445,4.037174635000569e-16,0.0,0.49999999999999933,4.037174635000569e-16,0.0,0.49999999999999933,0.004157761935399609,0.0,0.49347588877435045,4.037174635000569e-16,0.0,0.49999999999999933,0.09884280146741466,1.0,0.37219559972000416,0.05323745028690647,0.0,0.4069080044162399,0.321228579686103,1.0,0.18535418067382325,0.2684101899110351,1.0,0.21073599020756356,0.6678509712219238
R-CPI,500,0.0,0.0,0.5,0.2129123423039743,1.0,0.19477727288489027,-0.0038785644170268407,0.0,0.5072103361465279,0.0553148957000897,1.0,0.39195640988216546,0.47010488935896916,1.0,0.04779550378457046,0.0,0.0,0.5,-0.001350360410495148,0.0,0.5024948676755971,0.2303467786242292,1.0,0.166088308383756,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,1.420248031616211
R-CPI,1000,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.22559828972214868,1.0,0.08471705558546655,-0.0036016121044632225,0.0,0.5106720104173577,0.23502664383075153,1.0,0.06062698783222414,-0.0015166473644515318,0.0,0.5045043767807676,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.18584501256192346,1.0,0.11434739748734918,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.42389703032556664,1.0,0.004352348445200915,2.396418809890747
